iter	Logloss
112	0.2844682206
113	0.2835805513
114	0.283090259
115	0.2827107563
116	0.2822454193
117	0.2814644325
118	0.2813263065
119	0.2807874849
120	0.2802247936
121	0.280022516
122	0.2799108546
123	0.2793989872
124	0.2788066428
125	0.277955357
126	0.2777559272
127	0.2774289983
128	0.2771932741
129	0.2770496306
130	0.2760295943
131	0.2756399768
132	0.2751916315
133	0.2745584999
134	0.2744275548
135	0.273984638
136	0.2736505855
137	0.2735658305
138	0.2730473824
139	0.2718367028
140	0.2717069419
141	0.2713033051
142	0.2708421498
143	0.2696585474
144	0.2693638487
145	0.2688499298
146	0.2686949548
147	0.2682917545
148	0.2678489192
149	0.2675390296
150	0.2668131753
151	0.2666055196
152	0.2664580097
153	0.266250656
154	0.2659102598
155	0.2657977588
156	0.2654359874
157	0.2653311627
158	0.2651380244
159	0.2647378714
160	0.2646152607
161	0.2644874379
162	0.2643348933
163	0.2642580783
164	0.2639031941
165	0.2635419652
166	0.2630344292
167	0.2628680406
168	0.2623546806
169	0.2619502518
170	0.2605988466
171	0.2593532968
172	0.2592287845
173	0.2585232981
174	0.2577939621
175	0.2572093271
176	0.2563849576
177	0.2561930299
178	0.2557671016
179	0.2553506906
180	0.2552036709
181	0.2549362308
182	0.2546297664
183	0.2543843539
184	0.254263656
185	0.2536515733
186	0.2535401241
187	0.2533910323
188	0.2530687969
189	0.2524272252
190	0.2523177534
191	0.2513832725
192	0.2509672092
193	0.2505869264
194	0.2502464632
195	0.2501218772
196	0.2499193688
197	0.2496359843
198	0.2494704535
199	0.2486287186
200	0.2485325658
201	0.2474279883
202	0.2470598638
203	0.2467080925
204	0.2466010912
205	0.2464257885
206	0.2461475324
207	0.2458437634
208	0.2456720133
209	0.2455651279
210	0.2452536091
211	0.2451066783
212	0.2449732854
213	0.244798917
214	0.2446814727
215	0.2445799393
216	0.2444655348
217	0.2443045423
218	0.2442249424
219	0.2439524238
220	0.2434879244
221	0.243194647
222	0.2430348256
223	0.2429270573
224	0.2424899113
225	0.2420991504
226	0.2418139789
227	0.2415337258
228	0.2413213594
229	0.2412062635
230	0.240846259
231	0.2407304777
232	0.2405225766
233	0.2399015218
234	0.2398006176
235	0.2387985306
236	0.2380829416
237	0.2375160485
238	0.237173921
239	0.2366493397
240	0.2360480335
241	0.2354599275
242	0.2353132785
243	0.2349788452
244	0.2347967105
245	0.2343956735
246	0.2339758294
247	0.2338900769
248	0.2335041494
249	0.2333731252
250	0.2331987579
251	0.2329612388
252	0.232766667
253	0.2326570142
254	0.2325436756
255	0.2324143346
256	0.2320249218
257	0.2315805577
258	0.2314963681
259	0.2313774438
260	0.2311352256
261	0.2310507238
262	0.2307944468
263	0.2306889801
264	0.2304509834
265	0.2303839656
266	0.2301149739
267	0.2299431374
268	0.2298450039
269	0.2297152745
270	0.2295875556
271	0.2293819367
272	0.2292259625
273	0.2290421159
274	0.2289371269
275	0.2288839954
276	0.2286347279
277	0.2285320645
278	0.2284604233
279	0.2283054261
280	0.2279983691
281	0.2275224547
282	0.2274238076
283	0.2273178429
284	0.2270394842
285	0.2269771649
286	0.2268904206
287	0.2265992486
288	0.2263943606
289	0.2263080068
290	0.2261497834
291	0.2260885515
292	0.2259882585
293	0.2259056546
294	0.2257284679
295	0.2255472764
296	0.2254818879
297	0.2253196192
298	0.2252254092
299	0.225167997
300	0.2250864762
301	0.2249678078
302	0.224682726
303	0.2245838356
304	0.2241978521
305	0.2241442327
306	0.2236638172
307	0.2235938433
308	0.2233099475
309	0.2231999649
310	0.2231205478
311	0.222950438
312	0.2229113078
313	0.2228539583
314	0.2226360965
315	0.2222769994
316	0.2221214099
317	0.2219868488
318	0.2217532218
319	0.2216672655
320	0.2215047952
321	0.2213976069
322	0.2213246934
323	0.2212705018
324	0.2211994399
325	0.2211027412
326	0.2209569479
327	0.2207926507
328	0.2206490947
329	0.2205741228
330	0.2204883919
331	0.2204443438
332	0.2203516861
333	0.2202514206
334	0.2201235145
335	0.2200686305
336	0.2199054947
337	0.2198341813
338	0.2197579466
339	0.2196309896
340	0.2194946543
341	0.2191733223
342	0.2187930796
343	0.2186984446
344	0.2185247879
345	0.2184406738
346	0.2182705526
347	0.2182084109
348	0.2180874113
349	0.2180208065
350	0.2179419882
351	0.2178308348
352	0.2177581562
353	0.2176943359
354	0.217224843
355	0.2171229055
356	0.2169110156
357	0.2167575805
358	0.2166894608
359	0.2166127054
360	0.2165495783
361	0.2164316768
362	0.2163090745
363	0.2161046496
364	0.2158929747
365	0.2158182936
366	0.2157449208
367	0.2155490139
368	0.2154771243
369	0.2153971658
370	0.2153152285
371	0.2152351551
372	0.2151448139
373	0.2150331425
374	0.2149575382
375	0.2148909525
376	0.2145528429
377	0.2144956503
378	0.2143484361
379	0.2140919073
380	0.2139921729
381	0.2138370408
382	0.2137874413
383	0.2137331759
384	0.2135769681
385	0.2134385987
386	0.2133160967
387	0.213240084
388	0.2131758696
389	0.2130891855
390	0.2130279544
391	0.2129345307
392	0.2128319845
393	0.2127595019
394	0.2127291287
395	0.2125751876
396	0.2123588094
397	0.2122592746
398	0.2120413632
399	0.2118723152
400	0.2115204526
401	0.211348162
402	0.211294442
403	0.210987518
404	0.2108396455
405	0.2107626008
406	0.2106996174
407	0.210655578
408	0.2105247908
409	0.2104504446
410	0.2103963789
411	0.2100878261
412	0.2100239693
413	0.2098997734
414	0.2098058567
415	0.2097557043
416	0.2095262664
417	0.2094229025
418	0.2093717389
419	0.2092912758
420	0.2092453574
421	0.2091084773
422	0.2089913046
423	0.2089213742
424	0.2088356985
425	0.2087429182
426	0.2086719496
427	0.2086015655
428	0.208518799
429	0.208458003
430	0.208382919
431	0.2083094977
432	0.2082515437
433	0.2081919078
434	0.2080268012
435	0.2079662698
436	0.2078680244
437	0.207827104
438	0.2077623591
439	0.2077089801
440	0.207567686
441	0.2074952609
442	0.2074548351
443	0.2073871225
444	0.2072898944
445	0.2071133648
446	0.207014059
447	0.2069139493
448	0.206860977
449	0.2067823711
450	0.2067178105
451	0.2066160613
452	0.2065586928
453	0.2065031017
454	0.2063998069
455	0.2062693189
456	0.2062142406
457	0.2061399495
458	0.2060383944
459	0.2059813583
460	0.2059282037
461	0.2058291749
462	0.2057552176
463	0.2056922325
464	0.2055854177
465	0.2054612883
466	0.2054045569
467	0.2053387425
468	0.2052939731
469	0.2052093846
470	0.2051209218
471	0.2050513009
472	0.2049924719
473	0.2048704093
474	0.2047762063
475	0.2046831455
476	0.2044542105
477	0.2040693383
478	0.2037683343
479	0.2037023214
480	0.2036194554
481	0.2035661363
482	0.203514073
483	0.2034608925
484	0.2033547031
485	0.2032641619
486	0.2031844307
487	0.2031119171
488	0.2029310651
489	0.2028306287
490	0.2027701057
491	0.2027186684
492	0.2026601252
493	0.2026011949
494	0.2025295437
495	0.2024509121
496	0.2023853282
497	0.202332171
498	0.202248591
499	0.2022047222
500	0.2021478299
501	0.2021024563
502	0.2020336332
503	0.2019793711
504	0.2019213523
505	0.2018827638
506	0.2018135899
507	0.2017590371
508	0.2016954851
509	0.2016399595
510	0.201591736
511	0.2014991474
512	0.2013533908
513	0.2013013582
514	0.2012591504
515	0.2012228013
516	0.2011361155
517	0.2010697187
518	0.2009905369
519	0.2007987061
520	0.20071429
521	0.2006250509
522	0.2005666671
523	0.2005179891
524	0.200455965
525	0.2003636516
526	0.2003121927
527	0.2002411506
528	0.2001524548
529	0.2000266265
530	0.1999887393
531	0.1998974826
532	0.199809952
533	0.1996963665
534	0.1996002514
535	0.1995376938
536	0.1994625052
537	0.1993879778
538	0.1993393995
539	0.1991232778
540	0.199094322
541	0.198958363
542	0.1989119816
543	0.1988588011
544	0.1986889811
545	0.1985322625
546	0.1984444774
547	0.1983814645
548	0.1982965148
549	0.1980872266
550	0.1980492024
551	0.1979692168
552	0.197902252
553	0.1978367622
554	0.1977840606
555	0.1977237052
556	0.1976544884
557	0.197600573
558	0.1975177413
559	0.1974979073
560	0.1974413504
561	0.1974203482
562	0.1972840132
563	0.1971574393
564	0.197101128
565	0.19707825
566	0.1969513876
567	0.1968731688
568	0.1967792592
569	0.1967090319
570	0.1966733727
571	0.1966116178
572	0.196595283
573	0.1965692511
574	0.1965118339
575	0.1964429375
576	0.1964061604
577	0.1962998252
578	0.1962321496
579	0.1961761363
580	0.1961149095
581	0.196079902
582	0.196046774
583	0.1960287234
584	0.1959853618
585	0.1959100391
586	0.1958568342
587	0.1958162876
588	0.1957401186
589	0.1956924488
590	0.1956491888
591	0.195604815
592	0.1955031618
593	0.1954369935
594	0.195375918
595	0.1953344965
596	0.1950742476
597	0.1950068037
598	0.1948796289
599	0.1948159839
600	0.1947539043
601	0.1946868996
602	0.1946478322
603	0.1945892551
604	0.1945101019
605	0.1944550394
606	0.1944094479
607	0.1943153425
608	0.1942557171
609	0.1942201682
610	0.1941630032
611	0.1941233395
612	0.1940698918
613	0.1939575642
614	0.1938935873
615	0.1938097842
616	0.1937995833
617	0.1937258269
618	0.1936471056
619	0.193604737
620	0.1935523524
621	0.1934654366
622	0.193419541
623	0.1933714906
624	0.1932844364
625	0.1932162757
626	0.1931522448
627	0.1930899293
628	0.1930834009
629	0.1930338331
630	0.1929762873
631	0.1929377045
632	0.1929158074
633	0.1928745484
634	0.1928405951
635	0.1927882353
636	0.192766574
637	0.1927045358
638	0.1926672257
639	0.1926336949
640	0.1925923674
641	0.1925400632
642	0.1925046517
643	0.1923623375
644	0.1923062807
645	0.1922637225
646	0.1921625021
647	0.1921156737
648	0.1920836588
649	0.1920412952
650	0.1919750916
651	0.1917497347
652	0.1916870692
653	0.1915830881
654	0.1915359769
655	0.1914897869
656	0.1914247073
657	0.1913839107
658	0.1913286507
659	0.1912839992
660	0.191227862
661	0.1911761399
662	0.1910280987
663	0.1908866784
664	0.1908395775
665	0.1907521101
666	0.1907186948
667	0.1906745966
668	0.1906276816
669	0.19058947
670	0.1904910946
671	0.1904376201
672	0.1903811375
673	0.1903288525
674	0.1902797228
675	0.1902258218
676	0.1899878323
677	0.1899058032
678	0.1898616823
679	0.1898224564
680	0.1897800644
681	0.1896091178
682	0.1895363464
683	0.189497558
684	0.1894479812
685	0.1893714196
686	0.1893018918
687	0.1892315116
688	0.1891911783
689	0.1891543273
690	0.1891008687
691	0.1890797638
692	0.1889982861
693	0.1888849215
694	0.1888156675
695	0.1886518984
696	0.1885950976
697	0.1885411884
698	0.1884864113
699	0.1884309183
700	0.1883901906
701	0.1883618564
702	0.1883019109
703	0.1882625602
704	0.188169536
705	0.1881171074
706	0.1880779205
707	0.1880451698
708	0.1879508812
709	0.187886826
710	0.1878401169
711	0.187781084
712	0.1877393937
713	0.1877073417
714	0.1876621888
715	0.1875671927
716	0.1875196901
717	0.1874719233
718	0.187419266
719	0.1873636443
720	0.1873093576
721	0.187279791
722	0.1872404787
723	0.1871755595
724	0.1871573775
725	0.1871107783
726	0.1870727496
727	0.1870271924
728	0.1869826298
729	0.1869286072
730	0.186882214
731	0.1867985048
732	0.1867505884
733	0.1866528721
734	0.1866145806
735	0.1865477197
736	0.1865094802
737	0.1864697249
738	0.1864170226
739	0.1863833253
740	0.186350199
741	0.1862983755
742	0.1862829355
743	0.1862494043
744	0.1862210928
745	0.1861816048
746	0.1861365763
747	0.1860699734
748	0.1860223446
749	0.1860117501
750	0.1859861279
751	0.1859260546
752	0.1858815418
753	0.1858268781
754	0.1857981582
755	0.1857731658
756	0.1857287052
757	0.1856739146
758	0.1855492511
759	0.1855082498
760	0.1854673474
761	0.1853820733
762	0.1853402871
763	0.1852928627
764	0.1852332641
765	0.1851819362
766	0.1851300234
767	0.1850805684
768	0.1850415023
769	0.1850118407
770	0.1849745529
771	0.1849372254
772	0.1849031254
773	0.1847749477
774	0.1847025799
775	0.1846211232
776	0.1845721594
777	0.184518458
778	0.1844635304
779	0.1844117155
780	0.184351251
781	0.1842924209
782	0.1842520028
783	0.1841737771
784	0.1841280009
785	0.1839375823
786	0.1838840594
787	0.1836935297
788	0.183656296
789	0.1835822955
790	0.1835302513
791	0.1834987188
792	0.1834611607
793	0.1834200471
794	0.1832322196
795	0.1831890346
796	0.1831119499
797	0.1830806673
798	0.1829930323
799	0.1829061697
800	0.1828546554
801	0.1828237679
802	0.1827576926
803	0.1825955
804	0.1825741497
805	0.1825293958
806	0.1824897028
807	0.1824231813
808	0.1823399621
809	0.182293309
810	0.1822524523
811	0.1822177264
812	0.1821797529
813	0.1821418192
814	0.182090175
815	0.1820506296
816	0.1819961152
817	0.1819626545
818	0.1819176369
819	0.1818948141
820	0.1818618407
821	0.1818175131
822	0.1817099765
823	0.1816702116
824	0.1816362931
825	0.1815880053
826	0.1814472149
827	0.1814027165
828	0.1813604073
829	0.1813282258
830	0.181296079
831	0.1812510869
832	0.1811440319
833	0.1810966434
834	0.1810058188
835	0.180919497
836	0.1808832086
837	0.1808308348
838	0.1807192523
839	0.1806741521
840	0.1806381337
841	0.1806098781
842	0.1805490921
843	0.1804343708
844	0.1803133831
845	0.1802618452
846	0.1802206661
847	0.1801960921
848	0.1801489362
849	0.1800832141
850	0.1800181337
851	0.1799825563
852	0.1799498825
853	0.1798573298
854	0.1798299127
855	0.1797926148
856	0.1797086204
857	0.1796383584
858	0.1795738703
859	0.1795357402
860	0.1793847317
861	0.1793290667
862	0.1792812513
863	0.1792373599
864	0.1792085303
865	0.1791576747
866	0.1791083581
867	0.1790644427
868	0.1790178035
869	0.1788950671
870	0.1788712916
871	0.1787872793
872	0.1786756683
873	0.1786404651
874	0.1785956432
875	0.1785591338
876	0.1784941599
877	0.1783730455
878	0.1783233539
879	0.17826521
880	0.1782117129
881	0.1781630798
882	0.1781214804
883	0.1780799297
884	0.1780337046
885	0.1780145178
886	0.1779861706
887	0.1779351758
888	0.1779007001
889	0.1778562639
890	0.1778083977
891	0.1777355643
892	0.1776117321
893	0.177576026
894	0.1774762162
895	0.1774054586
896	0.1773144009
897	0.1772741262
898	0.177218245
899	0.1771837116
900	0.1771660146
901	0.1770734625
902	0.177013364
903	0.1769817702
904	0.1768962564
905	0.1768531468
906	0.1768115438
907	0.1767807165
908	0.1767254348
909	0.1766901299
910	0.1766397866
911	0.1766126905
912	0.1765785216
913	0.1765326992
914	0.1765025329
915	0.17643208
916	0.1763925175
917	0.1763830999
918	0.1763502176
919	0.1762803437
920	0.1762290741
921	0.1761981195
922	0.1761620065
923	0.1760949124
924	0.1760627319
925	0.1759910896
926	0.1759537976
927	0.1759141172
928	0.1758793379
929	0.1758208553
930	0.175802239
931	0.175751283
932	0.1757193587
933	0.1756803067
934	0.1756567577
935	0.1756392388
936	0.1755643791
937	0.1755291519
938	0.1754634202
939	0.1754052786
940	0.17533882
941	0.1753022488
942	0.1752649938
943	0.1752282304
944	0.1751703491
945	0.1751261871
946	0.1750288038
947	0.1749723872
948	0.1749360043
949	0.1748916328
950	0.174857561
951	0.1748493867
952	0.1747922334
953	0.1747364836
954	0.1746924031
955	0.1746506532
956	0.1745875307
957	0.1745120844
958	0.1744469677
959	0.1743961738
960	0.1743716047
961	0.1743349523
962	0.1743037565
963	0.1742633665
964	0.1742210894
965	0.1741912969
966	0.1741790409
967	0.1741425649
968	0.1740859016
969	0.1740568271
970	0.1740347376
971	0.1739663814
972	0.1738913065
973	0.173832531
974	0.173789984
975	0.1737579623
976	0.1737341101
977	0.1736874868
978	0.1736577791
979	0.173623913
980	0.1735992387
981	0.1735544873
982	0.1735112112
983	0.1734798983
984	0.1734540587
985	0.1733814045
986	0.1733533242
987	0.1733189768
988	0.1732814545
989	0.1732456401
990	0.1731912135
991	0.1731733951
992	0.1731297265
993	0.1730879846
994	0.1730500197
995	0.1729905738
996	0.1729583919
997	0.1729304969
998	0.1728872658
999	0.1728541613
